,CODE,NAME,X,Y
124,43720,보은군,127.7105,36.4915
125,43730,옥천군,127.6885,36.308
126,43740,영동군,127.8225,36.164
127,43745,증평군,127.60050000000001,36.7805
128,43750,진천군,127.4375,36.8805
129,43760,괴산군,127.8465,36.7745
130,43770,음성군,127.6215,36.994
131,43800,단양군,128.4345,36.980000000000004
132,44131,천안시 동남구,127.214,36.756
133,44133,천안시 서북구,127.1825,36.879000000000005
134,44150,공주시,127.083,36.478
135,44180,보령시,125.965,36.2335
136,44200,아산시,126.97399999999999,36.795500000000004
137,44210,서산시,126.3365,36.9075
138,44230,논산시,127.15799999999999,36.2015
139,44250,계룡시,127.244,36.291
140,44270,당진시,126.80850000000001,36.9445
141,44710,금산군,127.4785,36.125
142,44760,부여군,126.874,36.2295
143,44770,서천군,126.60499999999999,35.9955
144,44790,청양군,126.851,36.4435
145,44800,홍성군,126.607,36.566500000000005
146,44810,예산군,126.779,36.665
147,44825,태안군,126.239,36.781000000000006
148,45111,전주시 완산구,127.134,35.786
149,45113,전주시 덕진구,127.11449999999999,35.8525
150,45130,군산시,126.4505,35.7385
151,45140,익산시,126.99549999999999,36.0205
152,45180,정읍시,126.916,35.61
153,45190,남원시,127.429,35.4315
154,45210,김제시,126.5,35.775499999999994
155,45710,완주군,127.0315,35.82899999999999
156,45720,진안군,127.44550000000001,35.824
157,45730,무주군,127.7175,35.9285
158,45740,장수군,127.531,35.6535
159,45750,임실군,127.2595,35.619
160,45770,순창군,127.08699999999999,35.428
161,45790,고창군,126.6015,35.4385
162,45800,부안군,126.2825,35.5945
163,46110,목포시,126.3625,34.763
164,46130,여수시,127.3135,34.027
165,46150,순천시,127.3845,35.010000000000005
166,46170,나주시,126.706,34.9915
167,46230,광양시,127.5955,34.907
168,46710,담양군,126.98599999999999,35.2915
169,46720,곡성군,127.2465,35.203
170,46730,구례군,127.49600000000001,35.230000000000004
171,46770,고흥군,127.319,34.32
172,46780,보성군,127.423,34.7825
173,46790,화순군,127.01249999999999,35.019
174,46800,장흥군,126.9635,34.455
175,46810,강진군,126.7715,34.617000000000004
176,46820,해남군,126.495,34.527
177,46830,영암군,126.44,34.7295
178,46840,무안군,126.399,34.9625
179,46860,함평군,126.521,35.105
180,46870,영광군,126.21000000000001,35.185
181,46880,장성군,126.755,35.339
182,46890,완도군,126.92349999999999,33.9795
183,46900,진도군,125.94399999999999,34.1455
184,46910,신안군,126.21600000000001,35.0625
185,47111,포항시 남구,129.43,35.962
186,47113,포항시 북구,129.2145,36.173500000000004
187,47130,경주시,129.24450000000002,35.8595
188,47150,김천시,128.088,36.0435
189,47170,안동시,128.7145,36.5595
190,47190,구미시,128.3485,36.2115
191,47210,영주시,128.585,36.8805
192,47230,영천시,128.9225,36.0075
193,47250,상주시,128.06799999999998,36.447
194,47280,문경시,128.127,36.692499999999995
195,47290,경산시,128.8265,35.8475
196,47730,의성군,128.59199999999998,36.3615
197,47750,청송군,129.051,36.378
198,47760,영양군,129.149,36.686
199,47770,영덕군,129.3005,36.4705
200,47820,청도군,128.78699999999998,35.7065
201,47830,고령군,128.32150000000001,35.7315
202,47840,성주군,128.223,35.916
203,47850,칠곡군,128.462,36.006
204,47900,예천군,128.43599999999998,36.6515
205,47920,봉화군,128.9125,36.923500000000004
206,47930,울진군,129.2775,36.894999999999996
207,47940,울릉군,130.938,37.531000000000006
208,48121,창원시 의창구,128.6615,35.305
209,48123,창원시 성산구,128.67000000000002,35.2
210,48125,창원시 마산합포구,128.5725,35.06
211,48127,창원시 마산회원구,128.5505,35.227000000000004
212,48129,창원시 진해구,128.7655,35.064
213,48170,진주시,128.128,35.200500000000005
214,48220,통영시,128.4435,34.543
215,48240,사천시,128.0315,35.039
216,48250,김해시,128.8535,35.2725
217,48270,밀양시,128.798,35.492999999999995
218,48310,거제시,128.5365,34.814
219,48330,양산시,129.04649999999998,35.403
220,48720,의령군,128.2615,35.3855
221,48730,함안군,128.433,35.283
222,48740,창녕군,128.5015,35.525999999999996
223,48820,고성군,128.2225,34.9285
224,48840,남해군,128.047,34.6865
225,48850,하동군,127.8315,34.936
226,48860,산청군,127.9015,35.3975
227,48870,함양군,127.7315,35.5435
228,48880,거창군,127.887,35.712
229,48890,합천군,128.167,35.6
230,50110,제주시,126.227,33.408500000000004
231,50130,서귀포시,126.2675,33.117999999999995
232,51110,춘천시,127.768,37.8805
233,51130,원주시,127.981,37.325
234,51150,강릉시,128.8265,37.710499999999996
235,51170,동해시,129.058,37.516
236,51190,태백시,128.98149999999998,37.20399999999999
237,51210,속초시,128.518,38.174
238,51230,삼척시,129.1045,37.2575
239,51720,홍천군,128.062,37.7485
240,51730,횡성군,128.031,37.4895
241,51750,영월군,128.5085,37.2185
242,51760,평창군,128.5045,37.544
243,51770,정선군,128.748,37.3695
244,51780,철원군,127.453,38.2135
245,51790,화천군,127.6725,38.141
246,51800,양구군,128.012,38.1655
247,51810,인제군,128.247,38.096000000000004
248,51820,고성군,128.425,38.388999999999996
249,51830,양양군,128.60649999999998,38.012
